Position	TITOLO	ANNO	LINK	FORMATO	LOCANDINA	LINGUA	GENERE	TRAMA	DURATA	INFO
183	Killing Season	2013	http://www.deadlyblogger.com/NewRelease/killings.mp4	mp4	https://m.media-amazon.com/images/I/51fKj7qNBpL._AC_.jpg	Inglese	Thriller/Drama	After retiring to a hut in a remote and inhospitable area of the Appalachian Mountains to forget the horrors of the war, an ex-soldier receives a visit from a Serbian soldier in search of revenge.	1h31m	
184	Lady Frankenstein	1971	https://archive.org/download/Lady_Frankenstein/Lady_Frankenstein_512kb.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/8519.jpg	Inglese	horror	When Dr. Frankenstein is killed by a monster he created, his daughter and his lab assistant Marshall continue his experiments. The two fall in love and attempt to transplant Marshall's brain in to the muscular body of a retarded servant Stephen, in order to prolong the aging Marshall's life. Meanwhile, the first monster seeks revenge on the grave robbers who sold the body parts used in its creation to Dr. Frankenstein. Soon it comes after Marshall and the doctor's daughter.	1h33m	
185	Land of the Lost	2009	http://www.deadlyblogger.com/NewRelease/landlost.mp4	mp4	https://m.media-amazon.com/images/I/71Mf5z+9EOS._SY445_.jpg	Inglese	Fantasy/Action	Dr. Marshall is sucked, together with his two children, into a space-time vortex that takes you back in time.	1h42m	
186	Last Vegas	2013	http://www.deadlyblogger.com/NewRelease/lastvegas2013.mp4	mp4	https://images.everyeye.it/img-notizie/last-vegas-parola-ose-compromettere-rating-commedia-de-niro-v3-448908.jpg	Inglese	Comedy	Billy, Paddy, Archie and Sam, have been best friends since childhood. By now aged, the four go to Las Vegas for the bachelor party of one of them, but here they face the changing times and the problems given by their age.	2h	
187	Law Abiding Citizen	2009	http://www.deadlyblogger.com/NewRelease/lawcitizen.mp4	mp4	https://www.movies.ch/db_data/movies/lawabidingcitizen/artwrk/ki_l/LawAbidingCitizen_Plakat_700x1000_4f.jpg	Inglese	Thriller/Drama	A man is shocked when he learns that the man who killed his wife and daughter has received a mild sentence.	1h58m	
188	Lego Star Wars: The Yoda Chronicles	2013	http://www.deadlyblogger.com/NewRelease/legoyoda1.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2013/09/30/lego-star-wars-the-yoda-chronicles-menace-of-the-sith-la-locandina-del-film-287224_jpg_400x0_crop_q85.jpg	Inglese	Animation	With Padwan's help, Yoda leads the Jedi in a fight to stop Darth and his followers. We follow the adventures of Star Wars in Lego version.	22m	
189	Life of Brian	1979	http://www.deadlyblogger.com/NewRelease/lifebrian.mp4	mp4	https://m.media-amazon.com/images/M/MV5BZGM0MzE0NGMtODlmYS00YzgxLTlhZGItMDJlZTFjODQ5M2NkXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg	Inglese	comedy	Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.	1h34m	
190	Looney Tunes Back in Action	2003	https://ia601602.us.archive.org/12/items/Bugs_Bunny_Collection/Looney%20Tunes%20Back%20In%20Action%20(2003)%20-%20[arsenaloyal].mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/big/36953.jpg	Inglese	Animation/Adventure/Comedy	The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.	1h31m	
191	Machete Kills	2013	http://www.deadlyblogger.com/NewRelease/machetekills.html	mp4	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQqz7AD0ncfiwtxDlEyjzWk1jqXrh3xao0nBGcTwolIhGgpY-SS	Inglese	Action/Thriller	The president of the United States recruits former federal agent Machete to take out an eccentric arms dealer who plans to spread war and anarchy around the world.	1h48m	
192	Madea's Family Reunion	2006	http://www.deadlyblogger.com/NewRelease/madea2.mp4	mp4	https://flxt.tmsimg.com/assets/p160651_p_v10_ad.jpg	Inglese	Drama/music	While organizing the family reunion, a miarch has to deal with other dramas, including her granddaughter with a troubled love.	2h20m	
193	Madea's Neighbors from Hell	2014	http://www.deadlyblogger.com/NewRelease/fromhell2014.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTEwMjg3ODc3OTheQTJeQWpwZ15BbWU4MDkzMTQ4NjEx._V1_.jpg	Inglese	Comedy	Madea's Neighbor From Hell is an American comedy stage play, written, directed, produced by, and stars Tyler Perry. It also stars Cassi Davis, and Rhonda Davis. It was released by Lionsgate, on DVD, on April 22, 2014.	1h17m	
194	Maleficent	2014	http://www.deadlyblogger.com/NewRelease/maleficent.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2014/03/10/maleficent-la-nuova-locandina-italiana-301125_jpg_400x0_crop_q85.jpg	Inglese	fantasy/Action	Maleficent to Diaval. Maleficent is a powerful fairy and is the main character of Disney's Maleficent. Her dead parents were royalty and king and queen of the Moors.	1h37m	
195	Malibu's Most Wanted	2003	http://www.deadlyblogger.com/NewRelease/malibu1.mp4	mp4	https://m.media-amazon.com/images/M/MV5BODM3NzE0NTMxOF5BMl5BanBnXkFtZTYwMTIzNTk5._V1_.jpg	Inglese	Comedy	All Brad wants is to shoot Malibu with his friends and compose rap songs. For a boy from the most elegant Pacific beaches, however, it is very difficult to gain credibility in the sector.	1h26m	
196	Man of Steel	2013	http://www.deadlyblogger.com/NewRelease/steel.mp4	mp4	https://i.pinimg.com/originals/f6/4e/21/f64e2128719049aa800a179f4babf343.jpg	Inglese	fantasy/Sci-fi	The genesis of Superman, which comes to Earth from the still-born planet Krypton. Lovingly raised by the spouses Kent, Superman discovers his extraordinary powers during adolescence and decides to secretly put them at the service of others.	2h	
197	Man Of Tai Chi	2013	http://www.deadlyblogger.com/NewRelease/tai.html	mp4	https://m.media-amazon.com/images/I/51MRE+bPpBL.jpg	Inglese	Drama	A boy with an excellent talent in tai chi manages to enter, thanks to his skills, the world of combat.	1h46m	
198	Matrix	1999	http://www.deadlyblogger.com/NewRelease/matrix1.html	mp4	https://m.media-amazon.com/images/I/51vpnbwFHrL._SY445_.jpg	Inglese	Science/action	Thomas A. Anderson works at Metacortex as a software programmer. During the day he is known to be a model citizen, selfless and law-abiding, while at night he lives a second life, as an active hacker, under the pseudonym of "Neo", and in this capacity he has committed practically every possible cyber crime. Watched by Agents Smith, Brown and Jones, he is arrested and a bedbug inserted into his body to follow him. One night, a series of cryptic sentences appear on Anderson's monitor about something called the "Matrix": eager to know what it is, he accepts a request for contact from Trinity, expert hacker right hand of the mysterious Morpheus, who leads him to him. after having eradicated the bug. Neo asks to know more about their work and they offer to reveal the real world they live in (a choice symbolized by a "red pill"). After ingesting the pill, he wakes up abruptly, naked, immersed in a viscous liquid from an incubator, with his body connected to electric cables, realizing that he is inside one of many huge circular towers that house billions of incubators containing human beings.	2h16m	
199	Matrix Reloaded	2003	http://www.deadlyblogger.com/NewRelease/matrix2.html	mp4	https://images-na.ssl-images-amazon.com/images/I/51CTIATTxkL.jpg	Inglese	Science/action	Six months after Neo's transformation into the Chosen, the rebellious humans continue to fight against the machines, for the ultimate liberation of the human species. Led by Neo himself, they sense the escalation of the battle when they discover the machines' plans to destroy Zion (in the center of the Earth) by blasting their way with drills. A general order is issued to return to Zion to stop the advance of the machines in the outside world, but those who believe in the Chosen ignore the order and keep out of the citadel to be able to constantly connect to the Matrix, in the hope of important communications from the Oracle.	2h18m	
200	Matrix Revolutions	2003	http://www.deadlyblogger.com/NewRelease/matrix3.html	mp4	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR6TDdenL4ZmQTIluWZMMs-BL8iuamlyJJ7iUO0mJg770Toa9bV	Inglese	Science/action	Morpheus understands that the One is actually a control system devised by the architects of the Matrix. As Zion's army battles the sentries and the machines, Neo and Trinity decide to challenge the enemy in their heart, the City of Machines.	2h9m	
201	Meet the Browns	2008	http://www.deadlyblogger.com/NewRelease/browns1.mp4	mp4	https://pad.mymovies.it/filmclub/2008/03/091/locandina.jpg	Inglese	Drama/Comedy/Drama	Meet the Browns (2008) A single mom takes her family to Georgia for the funeral of her father -- a man she never met. There, her clan is introduced to the crass, fun-loving Brown family.	1h48m	
202	Men In Black	1997	http://www.deadlyblogger.com/NewRelease/mnb1.mp4	mp4	https://pad.mymovies.it/filmclub/2018/12/055/locandina.jpg	Inglese	fantasys	Two agents have a very special assignment: to control the activity of aliens residing on Earth and to make sure that their presence remains hidden from the eyes of other human beings. Furthermore, J and K must stop an intergalactic terrorist who wants to kill the ambassadors of the enemy galaxies as soon as possible.	1h53	
203	Men In Black 2	2002	http://www.deadlyblogger.com/NewRelease/mnb2.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/big/38674.jpg	Inglese	Action	Planet Earth is under threat from Serleena, an alien entity that looks like an underwear model. Agent J plans to stop her, she cannot succeed without K's help, but she has decided to retire.	1h30m	
204	Men in Black 3	2012	http://www.deadlyblogger.com/NewRelease/mnb3.mp4	mp4	https://www.themoviedb.org/t/p/original/e7kebbtwqzqam6l11aQNl7lXMs0.jpg	Inglese	Sci-Fi/Action	Intergalactic criminal Boris the Animal escapes from the LunarMax prison, located on the Moon, with the intent to go back in time and eliminate Agent K, responsible for arresting him and amputating his arm.	1h46m	
205	Men of Honor	2000	https://archive.org/download/MenOfHonor20001080pX264ItaEnSciencefunMux/Men%20of%20Honor%20%282000%29%201080p%20x264%20ita%20en%20%5bSciencefun%20Mux%5d.mp4	mp4	https://pad.mymovies.it/filmclub/2001/04/017/locandina.jpg	Inglese	drama	Carl Brashear promises his father to join the Navy. Unfortunately, when he does, he is only granted three possibilities: to be a cook, an attendant or to give up.	2h9m	
206	Menace II Society	1993	http://www.deadlyblogger.com/NewRelease/menace2.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNGE3MGI0MzItNjJjNC00ZTUzLTlmZTctOGUyMDllMWM2OTcxXkEyXkFqcGdeQXVyMjQ1MjYzOTQ@._V1_.jpg	Inglese	Crime/Drama/Thriller	A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.	1h37m	
207	Messiah of Evil	1973	https://archive.org/download/MessiahofEvil_avi/Messiah_of_Evil.mp4	mp4	https://i.pinimg.com/originals/c7/23/33/c72333b7342143e206830b09925c84c8.png	Inglese	horror	A young woman goes searching for her missing ast father. Her journey takes her to a strange Californian seaside town governed by a mysterious undead cult.	1h30m	
208	Mickey Saves Santa	2006	http://www.deadlyblogger.com/NewRelease/msavessanta.mp4	mp4	https://static.wikia.nocookie.net/disney/images/5/50/Mickey_Saves_Santa_title_card.jpg/revision/latest/scale-to-width/360?cb=20130402003646	Inglese	Animation/Comedy/Family	Santa Claus and his favourite deer stuck on the apex of high mountain, Mickey and Donald hurry for help.	1h12m	
209	Mickey's Christmas Carol	1983	http://www.deadlyblogger.com/NewRelease/mchristmascarol.mp4	mp4	https://m.media-amazon.com/images/M/MV5BOTM5MjI3NjUtY2Y4NC00ZTEzLTgyMmEtMzNkMjAzMmQ4NzhmXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_.jpg	Inglese	Animation	In the famous animated version of the Christmas classic written by Charles Dickens, the Christmas spirits of the past, present and future go to visit the elderly and terribly stingy Ebenezer Scrooge, to make him understand what the true spirit of Christmas is.	26m	
210	Mickey's Magical Christmas: Snowed in at the House of Mouse	2001	http://www.deadlyblogger.com/NewRelease/mmagicalchristmas.mp4	mp4	https://static.wikia.nocookie.net/disney/images/a/a0/Mickey%27s_Magical_Christmas.jpg/revision/latest?cb=20210103233208	Inglese	fantasy/Adventure/animation	The Christmas evening has just ended in the Mouse Club, but the snow blocks the door and nobody can go out anymore. Minnie remedies old videotapes with Christmas themed cartoons. Meanwhile Donald Duck does not feel the spirit of Christmas and his friends try to make him come. After the interviews and yet another gift, Donald Duck continues to ignore Christmas, until Mickey, on the advice of the Talking Cricket, asks a star for everyone to celebrate Christmas. Donald finally wishes happy holidays to all and the feature ends with Mickey's short Christmas carol.	1h5m	
211	Mickey's Twice Upon a Christmas	2004	http://www.deadlyblogger.com/NewRelease/mickeytwice.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNGY1M2UyMzMtMTg2NC00YTkwLThiMTYtMTFiNWZiNTdhY2NhXkEyXkFqcGdeQXVyODk1MzE0Mzk@._V1_.jpg	Inglese	Comedy/Animation	Gag and fun in this classic with five Christmas themed episodes that bring together the great characters who wrote the story of Disney.	1h8m	
212	Monster	1980	https://archive.org/download/Monstroid/Monstroid.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/14893.jpg	Inglese	Horror	Monstroid is an 1980s American monster film directed by Kenneth Hartford. It was originally titled Monster when the film was first announced in 1975 and again in 1977, and underwent numerous cast changes.	1h38m	
213	Monster of Frankenstein	1981	https://archive.org/download/MonsterOfFrankenstein1981TVSpecialEnglishDubbed_201704/Monster%20of%20Frankenstein%20(1981%20TV%20Special)%20[English%20dubbed].mp4	mp4	https://m.media-amazon.com/images/M/MV5BYjA5YjVhYzEtMTQ2NC00ZjQ3LTk1YjAtOTE1NTIzZjA2MWU0XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX1000_.jpg	Inglese	Animation/Drama/Family	Japanese animated adaptation of Marvel's "The Monster of Frankenstein" comic book series.	1h38m	
214	Monsters University	2013	http://www.deadlyblogger.com/NewRelease/monsters2.mp4	mp4	https://www.themoviedb.org/t/p/original/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg	Inglese	Fantasy/Adventure/animation	The rivalry between Mike and Sulley dates back to the time of university, when both were kicked out of the Professional Scarers program.	1h50m	
215	Moon of the Wolf	1972	https://archive.org/download/MoonOfTheWolf1972/MoonOfTheWolf1972MadeForTv1_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMzQ1OTQyOTY2MV5BMl5BanBnXkFtZTcwMDUxNjEyMQ@@._V1_.jpg	Inglese	Horror/Thriller	After several locals are viciously murdered, a Louisiana sheriff starts to suspect he may be dealing with a werewolf.	1h15m	
216	Mr. Peabody & Sherman	2014	http://www.deadlyblogger.com/NewRelease/sherman2014.mp4	mp4	https://lh3.googleusercontent.com/proxy/ST0isvBxgOVK3YvA__oB_ySDtcO1Nc7odyg0ULzdNScHHdHUcvFJVW6y_oH3OW5oMGsS-3lM1ZR8kuBsNhqLBGsRlKXjbq_ZDDAwWuU3hCoS7cVzpBsNy7lyuK9h4_wizWilQo_XXy78jZoPSC64joo	Inglese	Adventure/Comedy/animation	Mr. Peabody is a genius although he is a dog. Using a time machine, he and his friends experience the great historical events firsthand.	1h32m	
217	Mrs. Doubtfire	1993	http://www.deadlyblogger.com/NewRelease/doubtfire.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Mrs_Doubtfire.jpg/220px-Mrs_Doubtfire.jpg	Inglese	Comedy/Drama/Family	After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.	2h5m	
218	My Neighbor Totoro	1988	http://www.deadlyblogger.com/NewRelease/totoro.mp4	mp4	https://resizing.flixster.com/zl240CPBBowAZfldk-8FaX4dGuw=/206x305/v2/https://flxt.tmsimg.com/NowShowing/120448/120448_aa.jpg	Inglese	Animation/Family/Fantasy	When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.	1h26m	
219	Naked Massacre	1976	https://archive.org/download/NakedMassacre1976/MoviePowderPresentsNakedMassacre_512kb.mp4	mp4	https://images-na.ssl-images-amazon.com/images/I/71f2VBDDrEL._SY445_.jpg	Inglese	Drama/Thriller	A Vietnam vet terrorizes a house full of nurses.	1h32m	
